"","Court","PendStart","New","Reopen","Closed","PendatEnd","Pending0.6","Pending6plus","PendingInact.BW","JuryTrials","NonJuryTrials","Convict","Acquit","PleaTrial","DismTrial","DismBrief","PleaBef","DismbyPros","PostJActiv","Other","court.type","Year"
"582","Juvenile Delinquent Felony","0","1","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Second District Court",2016
"583","Juvenile Delinquent Non‐Felony","0","2","1","2","1","0",0,1,0,0,0,0,0,0,0,1,2,0,"0","Second District Court",2016
"584","Juvenile Drug Offenses","60","81","19","113","47","25",11,11,0,1,0,0,1,0,31,34,41,17,"0","Second District Court",2016
"585","Juvenile DWI Offenses","5","9","8","14","8","6",0,2,0,0,0,0,0,0,0,7,8,5,"0","Second District Court",2016
"586","Juvenile Graffiti Offenses","2","2","3","6","1","0",0,1,0,0,0,0,0,0,0,2,2,3,"0","Second District Court",2016
"587","Juvenile Motor Vehicle Offenses","10","44","3","41","16","10",4,2,0,0,0,0,0,0,4,24,21,3,"0","Second District Court",2016
"588","Juvenile Sexual Offenses","12","15","0","22","5","3",2,0,0,0,0,0,0,0,5,11,10,0,"0","Second District Court",2016
"589","Youthful Offender Crimes Against Persons","6","19","5","13","17","12",2,3,0,0,0,0,0,0,0,10,8,2,"0","Second District Court",2016
"590","Youthful Offender Crimes Against Property","2","8","0","2","8","7",0,1,0,0,0,0,0,0,0,1,1,1,"0","Second District Court",2016
"591","Youthful Offender Public Safety Offenses","1","4","0","0","5","3",0,2,0,0,0,0,0,0,0,0,0,0,"0","Second District Court",2016
"592","Youthful Offender Homicide","1","2","0","0","3","0",2,1,0,0,0,0,0,0,0,0,0,0,"0","Second District Court",2016
"593","Youthful Offender Vehicular Homicide","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Second District Court",2016
"594","Youthful Offender Sexual Offenses","3","4","0","2","5","1",1,3,0,0,0,0,0,0,0,2,0,0,"0","Second District Court",2016
"595","Total","684","1028","303","1366","647","365",156,126,1,7,0,0,3,5,323,452,494,292,"0","Second District Court",2016
"596","CRIMINAL","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Third District Court",2016
"597","Adult Motor Vehicle Offenses","3","0","0","0","3","0",0,3,0,0,0,0,0,0,0,0,0,0,"0","Third District Court",2016
"598","Domestic Violence Appeal","2","0","0","2","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Third District Court",2016
"599","Extradition","4","20","0","16","8","4",4,0,0,0,0,0,0,0,0,0,8,0,"7","Third District Court",2016
"600","Felony Crimes Against Property","536","274","256","575","487","184",123,180,9,0,6,3,0,0,13,231,140,247,"0","Third District Court",2016
"601","Felony Crimes Against Persons","626","393","344","726","627","265",190,172,15,0,9,3,2,1,20,262,183,340,"0","Third District Court",2016
"602","Felony Drug Offenses","480","423","275","572","598","263",148,187,7,0,7,0,0,0,3,238,159,268,"1","Third District Court",2016
"603","Felony DWI/DUI","121","42","38","111","89","25",19,45,3,0,2,0,0,1,0,50,35,50,"0","Third District Court",2016
"604","Felony Homicide","29","8","8","19","26","7",13,6,1,0,0,1,0,0,0,6,6,9,"0","Third District Court",2016
"605","Felony Miscellaneous","61","61","18","58","81","35",21,25,0,0,0,0,0,0,3,26,17,18,"0","Third District Court",2016
"606","Felony Public Safety Offenses","20","13","7","26","14","7",4,3,0,0,0,0,0,0,1,14,4,9,"0","Third District Court",2016
"607","Felony Sexual Offenses","126","46","43","91","124","35",51,38,3,0,2,0,1,0,2,27,28,41,"1","Third District Court",2016
"608","Felony First Degree","3","0","0","1","2","0",1,1,0,0,0,0,0,0,0,0,0,1,"0","Third District Court",2016
"609","Felony Domestic Violence","19","17","11","22","25","15",4,6,0,0,0,0,0,0,0,10,7,8,"0","Third District Court",2016
"610","Felony Vehicular Homicide","2","0","2","3","1","0",0,1,0,0,0,0,0,0,0,1,1,2,"0","Third District Court",2016
"611","Lower Court Appeal","3","0","0","2","1","0",0,1,0,1,1,0,0,0,0,1,0,0,"0","Third District Court",2016
"612","Lower Court Appeal ‐ Defendant Appellant","18","27","2","31","16","12",4,0,2,3,4,0,0,1,5,11,7,1,"0","Third District Court",2016
"613","Lower Court Appeal ‐ Plaintiff Appellant","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Third District Court",2016
"614","Lower Court DWI Appeal ‐ Defendant Appellant","11","6","1","11","7","5",2,0,3,0,3,0,0,0,0,5,3,1,"0","Third District Court",2016
"615","Misdemeanor (Dist.)","8","5","1","10","4","1",2,1,1,0,0,1,0,0,1,2,7,0,"0","Third District Court",2016
"616","Misdemeanor DWI/DUI","27","7","3","13","24","8",2,14,1,0,0,1,0,0,0,1,6,6,"0","Third District Court",2016
"617","Total","2099","1343","1009","2289","2138","867",588,683,45,4,34,9,3,3,48,886,611,1001,"9","Third District Court",2016
"618","JUVENILE","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Third District Court",2016
"619","Juvenile Public Safety Offenses","7","10","3","17","3","3",0,0,0,0,0,0,0,0,2,6,8,3,"0","Third District Court",2016
"620","Juvenile Crimes Against Property","56","79","30","121","44","34",3,7,0,0,0,0,0,0,4,51,43,37,"0","Third District Court",2016
"621","Juvenile Crimes Against Persons","46","119","41","128","68","55",1,12,1,0,1,0,0,0,4,44,44,41,"1","Third District Court",2016
"622","Juvenile Delinquent Felony","2","4","1","5","2","2",0,0,0,0,0,0,0,0,0,0,3,2,"0","Third District Court",2016
"623","Juvenile Delinquent Non‐Felony","11","6","5","17","5","1",1,3,0,0,0,0,0,0,1,6,8,4,"0","Third District Court",2016
"624","Juvenile Drug Offenses","21","26","18","48","17","12",1,4,0,0,0,0,0,0,2,8,23,16,"0","Third District Court",2016
"625","Juvenile DWI Offenses","5","9","1","12","3","3",0,0,0,0,0,0,0,0,0,8,5,0,"0","Third District Court",2016
"626","Juvenile Graffiti Offenses","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,0,1,0,"0","Third District Court",2016
"627","Juvenile Homicide","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,0,0,0,"1","Third District Court",2016
"628","Juvenile Motor Vehicle Offenses","3","4","0","6","1","1",0,0,0,0,0,0,0,0,0,0,6,0,"0","Third District Court",2016
"629","Juvenile Sexual Offenses","12","16","5","16","17","10",2,5,0,0,0,0,0,0,0,5,5,6,"2","Third District Court",2016
"630","Youthful Offender Crimes Against Persons","6","1","1","6","2","1",1,0,0,0,0,0,0,0,0,2,3,3,"0","Third District Court",2016
"631","Youthful Offender Homicide","2","1","1","2","2","0",2,0,0,0,0,0,0,0,0,0,0,2,"0","Third District Court",2016
"632","Youthful Offender Sexual Offenses","3","0","1","2","2","1",1,0,0,0,0,0,0,0,0,1,1,1,"0","Third District Court",2016
"633","Total","175","276","107","382","166","123",12,31,1,0,1,0,0,0,13,131,150,115,"4","Third District Court",2016
"634","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fourth District Court",2016
"635","Adult Motor Vehicle Offenses","1","1","0","2","0","0",0,0,0,0,0,0,0,0,0,1,2,0,"0","Fourth District Court",2016
"636","Extradition","0","2","0","0","2","1",1,0,0,0,0,0,0,0,0,0,0,0,"0","Fourth District Court",2016
"637","Felony Crimes Against Property","64","64","53","120","61","39",5,17,0,0,0,0,0,0,20,37,50,49,"0","Fourth District Court",2016
"638","Felony Crimes Against Persons","78","131","66","180","95","58",20,17,1,0,0,1,0,0,41,58,78,65,"0","Fourth District Court",2016
"639","Felony Drug Offenses","78","86","52","125","90","47",12,31,2,0,1,0,1,0,21,40,55,52,"0","Fourth District Court",2016
"640","Felony DWI/DUI","26","31","5","38","23","13",9,1,1,0,0,1,0,0,0,26,22,10,"0","Fourth District Court",2016
"641","Felony Homicide","7","5","3","8","7","4",3,0,1,0,1,0,0,0,0,3,1,4,"0","Fourth District Court",2016
"642","Felony Miscellaneous","4","22","3","15","14","12",1,1,0,0,0,0,0,0,4,5,11,2,"0","Fourth District Court",2016
"643","Felony Public Safety Offenses","25","15","14","42","12","5",4,3,0,0,0,0,0,0,4,8,13,24,"0","Fourth District Court",2016
"644","Felony Sexual Offenses","14","22","10","25","21","8",12,1,0,0,0,0,0,0,4,10,8,8,"0","Fourth District Court",2016
"645","Felony First Degree","2","0","0","2","0","0",0,0,0,0,0,0,0,0,0,0,0,2,"0","Fourth District Court",2016
"646","Lower Court Appeal ‐ Defendant Appellant","3","6","1","4","6","3",3,0,0,0,0,0,0,0,0,2,0,2,"0","Fourth District Court",2016
"647","Lower Court DWI Appeal ‐ Defendant Appellant","2","3","1","5","1","1",0,0,1,0,1,0,0,0,0,2,0,2,"0","Fourth District Court",2016
"648","Total","304","388","208","566","332","191",70,71,6,0,3,2,1,0,94,192,240,220,"0","Fourth District Court",2016
"649","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fourth District Court",2016
"650","Juvenile Public Safety Offenses","1","1","0","1","1","0",0,1,0,0,0,0,0,0,0,0,0,1,"0","Fourth District Court",2016
"651","Juvenile Crimes Against Property","7","12","3","14","8","4",3,1,1,0,1,0,0,0,0,4,5,5,"0","Fourth District Court",2016
"652","Juvenile Crimes Against Persons","7","13","12","27","5","4",1,0,0,0,0,0,0,0,1,10,6,13,"0","Fourth District Court",2016
"653","Juvenile Delinquent Felony","1","0","1","2","0","0",0,0,0,0,0,0,0,0,0,0,0,2,"0","Fourth District Court",2016
"654","Juvenile Delinquent Non‐Felony","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Fourth District Court",2016
"655","Juvenile Drug Offenses","3","4","4","11","0","0",0,0,0,0,0,0,0,0,0,5,2,4,"0","Fourth District Court",2016
"656","Juvenile DWI Offenses","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,0,1,0,"0","Fourth District Court",2016
"657","Juvenile Motor Vehicle Offenses","0","1","1","2","0","0",0,0,0,0,0,0,0,0,0,1,1,1,"0","Fourth District Court",2016
"658","Juvenile Sexual Offenses","0","3","1","4","0","0",0,0,0,0,0,0,0,0,0,3,0,1,"0","Fourth District Court",2016
"659","Youthful Offender Homicide","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,1,1,0,"0","Fourth District Court",2016
"660","Total","20","36","22","64","14","8",4,2,1,0,1,0,0,0,1,25,16,27,"0","Fourth District Court",2016
"661","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fifth District Court",2016
"662","Adult Motor Vehicle Offenses","9","2","3","12","2","0",1,1,1,0,0,1,0,0,0,3,2,6,"0","Fifth District Court",2016
"663","Extradition","1","6","0","5","2","1",0,1,0,0,0,0,0,0,0,0,1,0,"3","Fifth District Court",2016
"664","Felony Crimes Against Property","624","610","451","1042","641","361",149,131,27,3,11,5,9,5,34,445,163,427,"0","Fifth District Court",2016
"665","Felony Crimes Against Persons","415","352","251","601","417","227",124,66,25,5,14,7,6,3,17,227,130,241,"0","Fifth District Court",2016
"666","Felony Drug Offenses","537","734","434","956","744","425",207,112,19,4,10,0,6,7,73,438,173,347,"0","Fifth District Court",2016
"667","Felony DWI/DUI","78","80","15","86","88","40",30,18,5,1,3,2,1,0,0,56,21,15,"0","Fifth District Court",2016
"668","Felony Homicide","31","19","11","18","43","7",34,2,3,0,2,1,0,0,0,3,2,10,"0","Fifth District Court",2016
"669","Felony Miscellaneous","17","5","9","21","10","4",3,3,0,0,0,0,0,0,0,5,4,12,"0","Fifth District Court",2016
"670","Felony Public Safety Offenses","92","130","65","165","123","72",30,21,7,1,4,3,1,0,4,79,30,55,"0","Fifth District Court",2016
"671","Felony Sexual Offenses","83","66","28","78","99","43",48,8,14,2,6,7,1,1,3,29,14,22,"0","Fifth District Court",2016
"672","Felony First Degree","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Fifth District Court",2016
"673","Felony Domestic Violence","17","15","17","39","10","6",3,1,1,0,1,0,0,0,0,12,6,20,"0","Fifth District Court",2016
"674","Felony Vehicular Homicide","1","2","3","3","3","1",2,0,0,0,0,0,0,0,0,1,1,2,"0","Fifth District Court",2016
"675","Lower Court Appeal ‐ Defendant Appellant","40","68","4","67","45","32",12,1,1,13,9,2,0,2,0,36,8,2,"0","Fifth District Court",2016
"676","Lower Court Appeal ‐ Plaintiff Appellant","1","2","0","1","2","1",1,0,0,0,0,0,0,0,0,1,0,0,"0","Fifth District Court",2016
"677","Lower Court DWI Appeal ‐ Defendant Appellant","20","28","1","21","28","11",16,1,2,4,4,1,0,0,1,6,5,1,"0","Fifth District Court",2016
"678","Lower Court DWI Appeal ‐ Plaintiff Appellant","2","0","0","1","1","0",0,1,0,1,1,0,0,0,0,0,0,0,"0","Fifth District Court",2016
"679","Misdemeanor (Dist.)","23","53","4","44","36","20",9,7,2,0,1,0,0,1,3,12,21,5,"0","Fifth District Court",2016
"680","Misdemeanor DWI/DUI","67","112","8","97","89","43",24,22,5,19,8,3,9,4,2,46,27,8,"0","Fifth District Court",2016
"681","Total","2059","2284","1304","3257","2384","1294",694,396,112,53,74,32,33,23,137,1399,608,1173,"3","Fifth District Court",2016
"682","JUVELINE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fifth District Court",2016
"683","Juvenile Public Safety Offenses","19","54","22","79","18","13",4,1,0,0,0,0,0,0,1,38,19,24,"0","Fifth District Court",2016
"684","Juvenile Crimes Against Property","45","98","51","154","40","18",15,7,0,4,1,0,3,0,5,78,15,53,"1","Fifth District Court",2016
"685","Juvenile Crimes Against Persons","39","110","36","148","38","28",8,2,2,3,1,1,3,0,3,83,25,34,"2","Fifth District Court",2016
"686","Juvenile Delinquent Felony","7","7","2","12","5","3",2,0,0,0,0,0,0,0,0,6,2,4,"0","Fifth District Court",2016
"687","Juvenile Delinquent Non‐Felony","45","44","25","85","29","16",9,4,1,1,1,0,0,1,0,46,11,28,"0","Fifth District Court",2016
"688","Juvenile Drug Offenses","24","50","27","82","19","11",6,2,0,1,0,0,1,0,4,40,11,27,"0","Fifth District Court",2016
"689","Juvenile DWI Offenses","1","7","0","6","2","2",0,0,0,1,0,1,0,0,0,3,3,0,"0","Fifth District Court",2016
"690","Juvenile Truancy","8","12","0","13","7","7",0,0,0,2,0,0,0,2,1,3,7,0,"0","Fifth District Court",2016
"691","Juvenile Homicide","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Fifth District Court",2016
"692","Juvenile Motor Vehicle Offenses","8","8","5","18","3","2",1,0,0,0,0,0,0,0,2,9,2,5,"0","Fifth District Court",2016
"693","Juvenile Sexual Offenses","7","7","1","7","8","5",3,0,0,0,0,0,0,0,1,4,0,1,"0","Fifth District Court",2016
"694","Youthful Offender Crimes Against Persons","1","2","2","4","1","0",1,0,0,0,0,0,0,0,0,2,0,2,"0","Fifth District Court",2016
"695","Youthful Offender Crimes Against Property","1","2","0","1","2","1",1,0,0,0,0,0,0,0,0,1,1,0,"0","Fifth District Court",2016
"696","Youthful Offender Homicide","3","0","0","2","1","0",1,0,0,0,0,0,0,0,0,0,0,2,"0","Fifth District Court",2016
"697","Youthful Offender Public Safety Offenses","0","0","1","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Fifth District Court",2016
"698","Youthful Offender Sexual Offenses","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Fifth District Court",2016
"699","Total","209","402","172","611","176","108",52,16,3,12,3,2,7,3,17,313,96,180,"3","Fifth District Court",2016
"700","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sixth District Court",2016
"701","Extradition","0","2","0","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,"0","Sixth District Court",2016
"702","Felony Crimes Against Property","115","77","118","203","109","45",19,45,8,0,3,3,1,1,9,62,33,112,"0","Sixth District Court",2016
"703","Felony Crimes Against Persons","167","156","146","297","174","99",41,34,14,0,7,5,1,1,23,97,49,138,"3","Sixth District Court",2016
"704","Felony Drug Offenses","120","208","105","264","169","90",23,56,0,0,0,0,0,0,26,127,57,98,"2","Sixth District Court",2016
"705","Felony DWI/DUI","21","26","6","30","23","11",3,9,0,0,0,0,0,0,0,23,14,7,"0","Sixth District Court",2016
"706","Felony Homicide","4","5","1","4","6","0",6,0,1,0,0,0,1,0,0,2,1,0,"0","Sixth District Court",2016
"707","Felony Miscellaneous","11","21","10","24","22","12",2,8,0,0,0,0,0,0,0,13,1,10,"0","Sixth District Court",2016
"708","Felony Public Safety Offenses","20","30","12","36","28","19",5,4,2,0,1,0,1,0,3,18,9,8,"0","Sixth District Court",2016
"709","Felony Sexual Offenses","22","7","6","23","13","3",9,1,0,0,0,0,0,0,1,12,2,9,"0","Sixth District Court",2016
"710","Felony Domestic Violence","2","2","1","4","1","1",0,0,0,0,0,0,0,0,0,2,1,1,"0","Sixth District Court",2016
"711","Lower Court Appeal ‐ Defendant Appellant","18","41","1","44","17","11",6,0,0,0,0,0,0,0,2,36,5,1,"0","Sixth District Court",2016
"712","Lower Court Appeal ‐ Plaintiff Appellant","1","1","0","0","2","0",2,0,0,0,0,0,0,0,0,0,0,0,"0","Sixth District Court",2016
"713","Lower Court DWI Appeal ‐ Defendant Appellant","5","8","0","7","6","4",2,0,0,0,0,0,0,0,0,6,2,0,"0","Sixth District Court",2016
"714","Misdemeanor (Dist.)","0","8","3","5","6","6",0,0,0,0,0,0,0,0,0,3,2,0,"0","Sixth District Court",2016
"715","Misdemeanor DWI/DUI","2","0","0","1","1","0",0,1,0,0,0,0,0,0,0,0,1,0,"0","Sixth District Court",2016
"716","Total","508","592","409","943","578","302",118,158,25,0,11,8,4,2,64,401,178,384,"5","Sixth District Court",2016
"717","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sixth District Court",2016
"718","Juvenile Public Safety Offenses","4","6","0","9","1","1",0,0,0,0,0,0,0,0,2,6,2,0,"0","Sixth District Court",2016
"719","Juvenile Crimes Against Property","4","24","9","34","3","2",0,1,0,1,0,0,1,0,1,18,5,9,"0","Sixth District Court",2016
"720","Juvenile Crimes Against Persons","9","50","13","57","17","12",3,2,0,1,1,0,0,0,2,32,19,11,"0","Sixth District Court",2016
"721","Juvenile Delinquent Felony","0","3","0","3","0","0",0,0,0,0,0,0,0,0,1,2,0,0,"0","Sixth District Court",2016
"722","Juvenile Delinquent Non‐Felony","0","6","3","7","2","2",0,0,0,0,0,0,0,0,0,4,2,2,"0","Sixth District Court",2016
"723","Juvenile Drug Offenses","5","30","12","41","5","3",0,2,0,0,0,0,0,0,2,24,4,13,"0","Sixth District Court",2016
"724","Juvenile DWI Offenses","2","3","0","5","0","0",0,0,0,0,0,0,0,0,0,5,3,0,"0","Sixth District Court",2016
"725","Juvenile Homicide","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Sixth District Court",2016
"726","Juvenile Sexual Offenses","2","0","2","3","1","0",1,0,0,0,0,0,0,0,1,0,0,2,"0","Sixth District Court",2016
"727","Youthful Offender Crimes Against Persons","2","0","2","2","2","0",1,1,0,0,0,0,0,0,0,0,0,2,"0","Sixth District Court",2016
"728","Youthful Offender Homicide","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Sixth District Court",2016
"729","Youthful Offender Sexual Offenses","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Sixth District Court",2016
"730","Total","31","122","41","161","34","20",8,6,0,2,1,0,1,0,9,91,35,39,"0","Sixth District Court",2016
"731","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Seventh District Court",2016
"732","Adult Motor Vehicle Offenses","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,0,0,1,"0","Seventh District Court",2016
"733","Domestic Violence Appeal ‐ Defendant Appellant","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Seventh District Court",2016
"734","Extradition","2","6","0","6","2","0",1,1,0,0,0,0,0,0,0,0,4,0,"2","Seventh District Court",2016
"735","Felony Crimes Against Property","109","72","40","104","115","53",38,24,0,0,0,0,0,0,2,55,41,32,"0","Seventh District Court",2016
"736","Felony Crimes Against Persons","103","111","38","127","123","62",47,14,3,0,1,2,0,0,4,58,45,37,"0","Seventh District Court",2016
"737","Felony Drug Offenses","137","148","59","188","154","84",44,26,0,0,0,0,0,0,9,81,74,60,"0","Seventh District Court",2016
"738","Felony DWI/DUI","16","11","7","15","19","7",7,5,0,0,0,0,0,0,0,11,4,4,"0","Seventh District Court",2016
"739","Felony Homicide","5","2","0","2","5","1",3,1,0,0,0,0,0,0,0,1,1,1,"0","Seventh District Court",2016
"740","Felony Miscellaneous","18","12","10","21","19","9",6,4,0,0,0,0,0,0,1,5,6,10,"0","Seventh District Court",2016
"741","Felony Public Safety Offenses","19","18","2","18","21","11",5,5,0,0,0,0,0,0,0,12,11,3,"0","Seventh District Court",2016
